CLM_DTL_ID,CLMT_HIRE_DT,CLMT_JOB_TTL,CLMT_JOB_TYP,CLMT_DISAB_BGN_DT,CLMT_AVG_WKLY_WAGE,WORK_LOC,INDUSTRY,JOB_DESC,WORK_ENVIRONMENT,SUPERVISOR_NAME,REPORTING_CHANNEL,EMPLOYMENT_STATUS
169,2009-11-19,Sales Associate,Full-time,2009-11-24,2184.93,North Christophermouth,Retail,Sales Associate responsible for various operational tasks.,On-site,Meghan Compton,Email,Active
170,2012-08-30,Software Engineer,Full-time,2013-05-01,625.07,East Barbaraton,Healthcare,Software Engineer responsible for various operational tasks.,On-site,Andrew Stewart,Phone,Active
171,2012-08-14,Security Guard,Full-time,2013-04-27,6744.59,Debraside,Healthcare,Security Guard responsible for various operational tasks.,On-site,Jordan Watson,Phone,Terminated
172,2013-04-21,Warehouse Worker,Full-time,2013-08-28,5392.06,South Sheriberg,Hospitality,Warehouse Worker responsible for various operational tasks.,On-site,Ana Dalton,Phone,Active
173,2013-01-18,Sales Associate,Full-time,2014-01-16,4397.09,Hughestown,Construction,Sales Associate responsible for various operational tasks.,On-site,Melissa Elliott,Phone,Active
174,2018-04-04,Security Guard,Full-time,2018-05-20,5565.92,West Mark,Technology,Security Guard responsible for various operational tasks.,On-site,Nathaniel Brown,Web,Active
175,2012-12-13,Software Engineer,Part-time,2012-12-29,7097.01,Ortiztown,Hospitality,Software Engineer responsible for various operational tasks.,On-site,Michelle Wall,Web,Active
176,2008-01-02,Nurse,Part-time,2007-12-31,5755.44,Millerfort,Hospitality,Nurse responsible for various operational tasks.,Remote,Kevin Ramirez,Web,Active
177,2018-01-13,Mechanic,Full-time,2018-09-25,4038.05,Port Stephanietown,Transportation,Mechanic responsible for various operational tasks.,On-site,William Alvarado,Email,Active
178,2011-11-25,Office Clerk,Part-time,2012-04-04,2409.05,Freemanfurt,Transportation,Office Clerk responsible for various operational tasks.,Remote,Paul Leon,Email,Active
179,2006-09-30,Mechanic,Full-time,2007-03-16,4755.43,Williamsview,Transportation,Mechanic responsible for various operational tasks.,On-site,Melinda Johnson,Web,Active
180,2008-09-22,Mechanic,Part-time,2009-03-05,1498.87,North Amber,Finance,Mechanic responsible for various operational tasks.,Remote,Steve Ponce,Web,Terminated
181,2014-09-15,Warehouse Worker,Full-time,2014-11-23,4221.79,South Veronicaville,Retail,Warehouse Worker responsible for various operational tasks.,On-site,Joshua Taylor,Phone,Terminated
182,2022-06-26,Sales Associate,Full-time,2022-10-09,1285.07,Port Abigail,Healthcare,Sales Associate responsible for various operational tasks.,On-site,Jamie Jackson,Email,Active
183,2008-10-18,Nurse,Full-time,2009-06-30,731.98,Richardville,Healthcare,Nurse responsible for various operational tasks.,On-site,Charles Richard,Web,Active
184,2024-11-16,Mechanic,Part-time,2024-10-30,1972.21,Michaelburgh,Finance,Mechanic responsible for various operational tasks.,On-site,Theresa Church,Phone,Active
185,2012-11-09,Mechanic,Part-time,2013-08-20,3722.55,Amberview,Hospitality,Mechanic responsible for various operational tasks.,Remote,Timothy Anderson,Email,Active
186,2012-01-28,Office Clerk,Full-time,2012-04-09,1734.65,East Paultown,Hospitality,Office Clerk responsible for various operational tasks.,On-site,Sandra Ferguson,Email,Active
187,2018-05-31,Cashier,Full-time,2018-08-03,4663.5,Warrenview,Construction,Cashier responsible for various operational tasks.,On-site,Jacqueline Morris,Web,Active
188,2021-03-02,Sales Associate,Full-time,2021-08-01,5115.66,Ruthberg,Hospitality,Sales Associate responsible for various operational tasks.,On-site,Kimberly Guzman,Email,Active
189,2024-02-17,Warehouse Worker,Full-time,2024-03-04,4842.33,North Aliciafort,Hospitality,Warehouse Worker responsible for various operational tasks.,On-site,Cory Freeman,Web,Active
190,2024-11-15,Software Engineer,Full-time,2024-12-19,6976.1,New Nicole,Finance,Software Engineer responsible for various operational tasks.,On-site,Philip Jackson,Web,Active
191,2017-03-17,Security Guard,Full-time,2017-09-17,2494.98,Greerfurt,Transportation,Security Guard responsible for various operational tasks.,On-site,Rachel Armstrong,Email,Active
192,2011-03-31,Software Engineer,Part-time,2011-08-02,6557.88,Andreaburgh,Transportation,Software Engineer responsible for various operational tasks.,Remote,Megan Johnson,Web,Active
193,2012-07-01,Mechanic,Part-time,2013-07-10,7098.14,Derekhaven,Hospitality,Mechanic responsible for various operational tasks.,Hybrid,Calvin Steele,Phone,Terminated
194,2018-02-20,Office Clerk,Full-time,2018-07-17,2154.88,Barnettberg,Finance,Office Clerk responsible for various operational tasks.,On-site,Brooke King,Phone,Active
195,2012-07-25,Nurse,Full-time,2013-02-04,3621.97,Lake Heather,Healthcare,Nurse responsible for various operational tasks.,On-site,Sheri Tate,Web,Active
196,2010-11-20,Cashier,Full-time,2010-11-09,2844.49,Timothytown,Hospitality,Cashier responsible for various operational tasks.,Hybrid,Sarah Michael,Email,Active
197,2024-11-28,Mechanic,Full-time,2025-06-21,7147.16,Derrickshire,Transportation,Mechanic responsible for various operational tasks.,On-site,Edward Nelson,Email,Active
198,2019-10-01,Software Engineer,Full-time,2020-06-23,1480.38,Douglasburgh,Manufacturing,Software Engineer responsible for various operational tasks.,On-site,Linda Johnson,Web,Active
199,2006-03-22,Warehouse Worker,Part-time,2006-12-08,3252.21,New Joshua,Healthcare,Warehouse Worker responsible for various operational tasks.,Remote,Kevin Ross,Email,Active
200,2015-05-18,Office Clerk,Full-time,2016-02-10,4425.55,Noblemouth,Construction,Office Clerk responsible for various operational tasks.,On-site,Dustin Peck,Email,Active
201,2015-03-19,Software Engineer,Full-time,2015-05-23,1573.71,New Alexander,Healthcare,Software Engineer responsible for various operational tasks.,On-site,Brian Lane,Phone,Active
202,2008-10-05,Software Engineer,Full-time,2009-02-12,691.77,Johnsonview,Retail,Software Engineer responsible for various operational tasks.,On-site,Jason Flores,Web,Active
203,2012-04-28,Software Engineer,Full-time,2012-10-19,2505.61,New Brandon,Healthcare,Software Engineer responsible for various operational tasks.,On-site,Marcus Beasley,Phone,Active
204,2016-12-01,Office Clerk,Full-time,2016-12-04,2768.5,Lake Larrystad,Finance,Office Clerk responsible for various operational tasks.,Hybrid,David Knight,Email,Active
205,2014-08-16,Cashier,Full-time,2014-10-21,7338.64,New Michellefurt,Manufacturing,Cashier responsible for various operational tasks.,On-site,Joseph Hawkins,Email,Active
206,2009-03-08,Cashier,Part-time,2009-09-02,5520.18,Allisonview,Healthcare,Cashier responsible for various operational tasks.,Remote,Pamela Knight,Email,Terminated
207,2011-06-17,Office Clerk,Full-time,2012-04-26,1828.45,South Teresa,Finance,Office Clerk responsible for various operational tasks.,On-site,Ricardo Young,Phone,Active
208,2012-09-11,Nurse,Full-time,2013-01-09,2966.17,North Victorialand,Healthcare,Nurse responsible for various operational tasks.,On-site,James Lopez,Email,Active
209,2016-04-01,Office Clerk,Full-time,2017-04-15,2846.9,Rachelfurt,Healthcare,Office Clerk responsible for various operational tasks.,Hybrid,Rodney Charles,Web,Active
210,2021-06-10,Software Engineer,Full-time,2021-12-14,1114.74,Samanthaport,Construction,Software Engineer responsible for various operational tasks.,On-site,Madison Mcbride,Email,Active
211,2006-07-26,Mechanic,Full-time,2007-05-10,5880.99,Marcusmouth,Healthcare,Mechanic responsible for various operational tasks.,Remote,Sandra Gomez,Email,Active
212,2015-03-01,Warehouse Worker,Part-time,2015-02-25,1918.97,Gonzalezstad,Technology,Warehouse Worker responsible for various operational tasks.,On-site,Rachel Mcclure,Web,Active
213,2021-10-13,Office Clerk,Full-time,2022-06-09,6447.97,East Kelsey,Hospitality,Office Clerk responsible for various operational tasks.,On-site,Arthur Richardson,Email,Active
214,2013-07-03,Sales Associate,Full-time,2014-01-24,3516.68,Elizabethbury,Construction,Sales Associate responsible for various operational tasks.,On-site,Jeffery Williamson,Email,Active
215,2007-01-21,Software Engineer,Part-time,2008-01-25,2781.81,Anneland,Technology,Software Engineer responsible for various operational tasks.,Hybrid,Pamela Taylor,Phone,Active
216,2021-12-29,Warehouse Worker,Full-time,2022-08-22,853.98,South Amanda,Construction,Warehouse Worker responsible for various operational tasks.,On-site,Sarah Evans,Email,Active
217,2014-06-25,Warehouse Worker,Full-time,2015-04-22,5235.32,Edwardsville,Hospitality,Warehouse Worker responsible for various operational tasks.,On-site,Sarah Leonard,Email,Active
218,2024-10-04,Mechanic,Part-time,2024-09-27,6316.29,Diazchester,Hospitality,Mechanic responsible for various operational tasks.,On-site,Robert Kelley,Phone,Active
219,2014-07-29,Sales Associate,Part-time,2014-08-14,4456.73,Port Thomas,Finance,Sales Associate responsible for various operational tasks.,Remote,Angelica Cooper,Phone,Active
220,2012-08-04,Mechanic,Part-time,2013-03-25,973.47,Velezfort,Healthcare,Mechanic responsible for various operational tasks.,Remote,Jennifer Wood,Phone,Terminated
221,2018-09-27,Sales Associate,Part-time,2019-01-16,3666.44,Wilsontown,Finance,Sales Associate responsible for various operational tasks.,Remote,Albert Turner,Email,Active
222,2023-01-01,Cashier,Part-time,2023-06-30,2576.52,Foleyland,Transportation,Cashier responsible for various operational tasks.,Remote,Monica Phillips,Web,Active
223,2009-12-08,Software Engineer,Full-time,2010-03-29,6842.4,South Brendaburgh,Finance,Software Engineer responsible for various operational tasks.,On-site,Terry Harris,Email,Active
224,2017-03-13,Mechanic,Full-time,2017-07-26,2031.82,Georgeshire,Finance,Mechanic responsible for various operational tasks.,On-site,Janice Jennings,Phone,Active
225,2016-11-09,Warehouse Worker,Full-time,2017-06-12,501.7,East Cassiestad,Technology,Warehouse Worker responsible for various operational tasks.,On-site,Laura Wilkerson,Phone,Active
226,2006-01-16,Sales Associate,Full-time,2007-01-01,6067.19,Port Kevin,Transportation,Sales Associate responsible for various operational tasks.,On-site,Donald Gray,Web,Active
227,2006-04-05,Sales Associate,Full-time,2007-01-11,7071.44,Carolinemouth,Transportation,Sales Associate responsible for various operational tasks.,On-site,Lisa Drake,Web,Active
228,2019-08-08,Nurse,Full-time,2019-08-17,2316.31,West Alberttown,Healthcare,Nurse responsible for various operational tasks.,Hybrid,Nicole White,Email,Active
229,2020-08-24,Software Engineer,Full-time,2021-01-17,1310.22,West Kelly,Manufacturing,Software Engineer responsible for various operational tasks.,Hybrid,Jesse Martin,Phone,Terminated
230,2011-06-18,Nurse,Full-time,2011-07-03,3059.33,Davisburgh,Finance,Nurse responsible for various operational tasks.,Hybrid,Robert Paul,Email,Active
231,2023-08-18,Software Engineer,Full-time,2024-03-05,737.92,North Amberbury,Manufacturing,Software Engineer responsible for various operational tasks.,Remote,Alisha Wilson,Email,Active
232,2022-03-18,Warehouse Worker,Full-time,2022-09-10,4718.22,South Josephport,Construction,Warehouse Worker responsible for various operational tasks.,On-site,Adam Mccullough,Phone,Active
233,2017-11-30,Security Guard,Full-time,2018-07-11,7941.02,Wellsmouth,Technology,Security Guard responsible for various operational tasks.,On-site,Brandon George,Phone,Active
234,2024-08-25,Warehouse Worker,Full-time,2024-08-19,552.37,Whiteport,Technology,Warehouse Worker responsible for various operational tasks.,Remote,Christine Craig,Email,Terminated
235,2018-11-22,Nurse,Full-time,2019-07-08,7281.02,South Julia,Healthcare,Nurse responsible for various operational tasks.,On-site,Amy Chavez,Email,Active
236,2015-11-02,Cashier,Full-time,2016-10-25,7635.48,East Leah,Retail,Cashier responsible for various operational tasks.,On-site,Olivia Estrada,Email,Active
237,2017-01-22,Sales Associate,Full-time,2017-05-15,4666.62,South Amber,Transportation,Sales Associate responsible for various operational tasks.,On-site,Jenna Doyle,Email,Active
238,2011-05-20,Sales Associate,Full-time,2011-08-20,3789.86,New Timothyland,Healthcare,Sales Associate responsible for various operational tasks.,On-site,Jeff Fernandez,Phone,Active
239,2013-04-17,Warehouse Worker,Full-time,2013-04-15,7650.52,Kleinbury,Hospitality,Warehouse Worker responsible for various operational tasks.,Remote,Michael Johnson,Email,Active
240,2013-04-16,Cashier,Part-time,2013-04-13,7368.56,Jacksonville,Healthcare,Cashier responsible for various operational tasks.,Hybrid,Don Jones,Email,Active
241,2008-05-09,Mechanic,Part-time,2008-05-17,6984.89,Port Dana,Construction,Mechanic responsible for various operational tasks.,On-site,Christopher Ramirez,Web,Active
242,2007-01-21,Mechanic,Full-time,2007-09-27,6947.34,Dennisbury,Technology,Mechanic responsible for various operational tasks.,On-site,Leslie Flores,Email,Active
243,2011-06-02,Sales Associate,Full-time,2011-09-01,599.22,Kathrynshire,Hospitality,Sales Associate responsible for various operational tasks.,On-site,Elizabeth Rosales,Web,Active
244,2016-05-03,Warehouse Worker,Full-time,2016-09-10,4268.49,Brendastad,Retail,Warehouse Worker responsible for various operational tasks.,On-site,Jonathan Gonzalez,Web,Active
245,2008-11-25,Software Engineer,Full-time,2009-06-30,7855.95,Port Karen,Finance,Software Engineer responsible for various operational tasks.,On-site,Michelle Hayes,Email,Active
246,2013-03-11,Software Engineer,Full-time,2013-07-27,7088.12,Michaeltown,Finance,Software Engineer responsible for various operational tasks.,On-site,Matthew Ward,Phone,Active
247,2018-02-02,Nurse,Full-time,2018-05-21,1699.1,Sharonchester,Healthcare,Nurse responsible for various operational tasks.,On-site,Philip Frazier,Email,Active
248,2023-05-18,Cashier,Part-time,2023-11-06,6473.3,South Elijahside,Hospitality,Cashier responsible for various operational tasks.,On-site,Victoria Alvarez,Web,Terminated
249,2017-06-12,Office Clerk,Full-time,2018-02-06,3601.37,Port Thomasmouth,Transportation,Office Clerk responsible for various operational tasks.,Hybrid,Michele Crawford,Phone,Active
250,2024-07-23,Security Guard,Full-time,2025-07-23,7772.12,East Davidport,Retail,Security Guard responsible for various operational tasks.,On-site,Brandi Mitchell,Email,Active
251,2010-08-21,Mechanic,Full-time,2010-10-26,6896.95,Garrettland,Healthcare,Mechanic responsible for various operational tasks.,On-site,William Blackburn,Web,Active
252,2013-04-26,Software Engineer,Full-time,2013-10-09,4311.06,New Steven,Construction,Software Engineer responsible for various operational tasks.,Hybrid,Bryan Frank,Phone,Active
253,2018-03-20,Software Engineer,Part-time,2018-07-02,3877.12,Port Matthew,Retail,Software Engineer responsible for various operational tasks.,Hybrid,Julie Lawson,Email,Active
254,2019-04-17,Software Engineer,Full-time,2019-06-18,6562.01,Robinsonhaven,Transportation,Software Engineer responsible for various operational tasks.,On-site,Tara Jones,Web,Active
255,2021-08-07,Security Guard,Full-time,2021-08-05,3169.68,Tinahaven,Transportation,Security Guard responsible for various operational tasks.,Remote,Sean Martinez,Phone,Active
256,2010-08-31,Security Guard,Full-time,2011-02-03,1492.02,Jacksonhaven,Manufacturing,Security Guard responsible for various operational tasks.,On-site,Jody Fowler,Email,Active
257,2006-05-15,Software Engineer,Full-time,2006-12-22,2749.23,West Kaylaberg,Hospitality,Software Engineer responsible for various operational tasks.,On-site,Amanda Hernandez,Web,Active
258,2015-06-30,Software Engineer,Full-time,2015-08-31,6194.83,Steventon,Technology,Software Engineer responsible for various operational tasks.,On-site,Martha Sharp,Web,Active
259,2020-03-04,Sales Associate,Full-time,2021-02-17,4034.81,Gibbstown,Manufacturing,Sales Associate responsible for various operational tasks.,On-site,Brittney Murillo,Phone,Active
260,2015-10-07,Software Engineer,Part-time,2015-10-10,1995.09,Cooperland,Technology,Software Engineer responsible for various operational tasks.,Remote,William Castillo,Email,Active
261,2010-10-01,Warehouse Worker,Full-time,2011-05-22,5939.65,Michaelstad,Hospitality,Warehouse Worker responsible for various operational tasks.,On-site,Kimberly Moore,Email,Active
